,TIME,GEO,UNIT,INDIC_NA,Value
311,2006,Croatia,Percentage of gross domestic product (GDP),External balance of goods and services,-6.7
312,2006,Croatia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,59.3
313,2006,Croatia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,74.8
314,2006,Croatia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-874.0
315,2006,Italy,Million euro,Gross domestic product at market prices,1493031.3
316,2006,Italy,Million euro,Gross fixed capital formation,319061.9
317,2006,Italy,Million euro,External balance of goods and services,-12171.7
318,2006,Italy,Euro per inhabitant,Gross domestic product at market prices,25300.0
319,2006,Italy,Euro per inhabitant,Gross fixed capital formation,5400.0
320,2006,Italy,Euro per inhabitant,External balance of goods and services,-200.0
321,2006,Italy,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24700.0
322,2006,Italy,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5300.0
323,2006,Italy,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-200.0
324,2006,Italy,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
325,2006,Italy,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.4
326,2006,Italy,Percentage of gross domestic product (GDP),External balance of goods and services,-0.8
327,2006,Italy,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,104.2
328,2006,Italy,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,107.8
329,2006,Italy,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-186.0
330,2006,Cyprus,Million euro,Gross domestic product at market prices,14670.5
331,2006,Cyprus,Million euro,Gross fixed capital formation,3023.2
332,2006,Cyprus,Million euro,External balance of goods and services,-544.0
333,2006,Cyprus,Euro per inhabitant,Gross domestic product at market prices,19500.0
334,2006,Cyprus,Euro per inhabitant,Gross fixed capital formation,4000.0
335,2006,Cyprus,Euro per inhabitant,External balance of goods and services,-700.0
336,2006,Cyprus,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,22000.0
337,2006,Cyprus,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4500.0
338,2006,Cyprus,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-800.0
339,2006,Cyprus,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
340,2006,Cyprus,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.6
341,2006,Cyprus,Percentage of gross domestic product (GDP),External balance of goods and services,-3.7
342,2006,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,92.8
343,2006,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,92.6
344,2006,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-753.4
345,2006,Latvia,Million euro,Gross domestic product at market prices,15981.9
346,2006,Latvia,Million euro,Gross fixed capital formation,5265.6
347,2006,Latvia,Million euro,External balance of goods and services,-3444.4
348,2006,Latvia,Euro per inhabitant,Gross domestic product at market prices,7200.0
349,2006,Latvia,Euro per inhabitant,Gross fixed capital formation,2400.0
350,2006,Latvia,Euro per inhabitant,External balance of goods and services,-1600.0
351,2006,Latvia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,12500.0
352,2006,Latvia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4100.0
353,2006,Latvia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-2700.0
354,2006,Latvia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
355,2006,Latvia,Percentage of gross domestic product (GDP),Gross fixed capital formation,32.9
356,2006,Latvia,Percentage of gross domestic product (GDP),External balance of goods and services,-21.6
357,2006,Latvia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,52.8
358,2006,Latvia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,84.2
359,2006,Latvia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-2490.2
360,2006,Lithuania,Million euro,Gross domestic product at market prices,24104.2
361,2006,Lithuania,Million euro,Gross fixed capital formation,6093.0
362,2006,Lithuania,Million euro,External balance of goods and services,-2438.1
363,2006,Lithuania,Euro per inhabitant,Gross domestic product at market prices,7400.0
364,2006,Lithuania,Euro per inhabitant,Gross fixed capital formation,1900.0
365,2006,Lithuania,Euro per inhabitant,External balance of goods and services,-700.0
366,2006,Lithuania,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,13600.0
367,2006,Lithuania,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3400.0
368,2006,Lithuania,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1400.0
369,2006,Lithuania,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
370,2006,Lithuania,Percentage of gross domestic product (GDP),Gross fixed capital formation,25.3
371,2006,Lithuania,Percentage of gross domestic product (GDP),External balance of goods and services,-10.1
372,2006,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,57.4
373,2006,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,70.3
374,2006,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-1271.3
375,2006,Luxembourg,Million euro,Gross domestic product at market prices,33914.1
376,2006,Luxembourg,Million euro,Gross fixed capital formation,6497.0
377,2006,Luxembourg,Million euro,External balance of goods and services,10450.9
378,2006,Luxembourg,Euro per inhabitant,Gross domestic product at market prices,71700.0
379,2006,Luxembourg,Euro per inhabitant,Gross fixed capital formation,13700.0
380,2006,Luxembourg,Euro per inhabitant,External balance of goods and services,22100.0
381,2006,Luxembourg,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,63800.0
382,2006,Luxembourg,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,12200.0
383,2006,Luxembourg,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,19600.0
384,2006,Luxembourg,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
385,2006,Luxembourg,Percentage of gross domestic product (GDP),Gross fixed capital formation,19.2
386,2006,Luxembourg,Percentage of gross domestic product (GDP),External balance of goods and services,30.8
387,2006,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,268.8
388,2006,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,249.4
389,2006,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,18138.1
390,2006,Hungary,Million euro,Gross domestic product at market prices,89589.9
391,2006,Hungary,Million euro,Gross fixed capital formation,19480.9
392,2006,Hungary,Million euro,External balance of goods and services,-819.7
393,2006,Hungary,Euro per inhabitant,Gross domestic product at market prices,8900.0
394,2006,Hungary,Euro per inhabitant,Gross fixed capital formation,1900.0
395,2006,Hungary,Euro per inhabitant,External balance of goods and services,-100.0
396,2006,Hungary,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,14900.0
397,2006,Hungary,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3200.0
398,2006,Hungary,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-100.0
399,2006,Hungary,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
400,2006,Hungary,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.7
401,2006,Hungary,Percentage of gross domestic product (GDP),External balance of goods and services,-0.9
402,2006,Hungary,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,62.7
403,2006,Hungary,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,66.0
404,2006,Hungary,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-125.6
405,2006,Malta,Million euro,Gross domestic product at market prices,5206.7
406,2006,Malta,Million euro,Gross fixed capital formation,1108.1
407,2006,Malta,Million euro,External balance of goods and services,-247.3
408,2006,Malta,Euro per inhabitant,Gross domestic product at market prices,12800.0
409,2006,Malta,Euro per inhabitant,Gross fixed capital formation,2700.0
410,2006,Malta,Euro per inhabitant,External balance of goods and services,-600.0
411,2006,Malta,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,18600.0
412,2006,Malta,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4000.0
413,2006,Malta,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-900.0
414,2006,Malta,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
415,2006,Malta,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.3
416,2006,Malta,Percentage of gross domestic product (GDP),External balance of goods and services,-4.8
417,2006,Malta,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,78.4
418,2006,Malta,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,80.8
419,2006,Malta,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-815.0
420,2006,Netherlands,Million euro,Gross domestic product at market prices,540216.0
421,2006,Netherlands,Million euro,Gross fixed capital formation,106373.0
422,2006,Netherlands,Million euro,External balance of goods and services,41806.0
423,2006,Netherlands,Euro per inhabitant,Gross domestic product at market prices,33100.0
424,2006,Netherlands,Euro per inhabitant,Gross fixed capital formation,6500.0
425,2006,Netherlands,Euro per inhabitant,External balance of goods and services,2600.0
426,2006,Netherlands,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,31000.0
