TIME,GEO,SEX,AGE,UNIT,ISCED11,Value,Flag and Footnotes
2007,Lithuania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.4,
2007,Lithuania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.7,
2007,Luxembourg,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",38.7,b
2007,Luxembourg,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",61.3,b
2007,Luxembourg,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.6,b
2007,Luxembourg,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.7,b
2007,Hungary,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.3,
2007,Hungary,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.7,
2007,Hungary,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.3,
2007,Hungary,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.4,
2007,Malta,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",67.3,
2007,Malta,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",32.7,
2007,Malta,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),21.0,
2007,Malta,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),11.7,
2007,Netherlands,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.5,
2007,Netherlands,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.5,
2007,Netherlands,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.9,
2007,Netherlands,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.7,
2007,Austria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4,
2007,Austria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6,
2007,Austria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.0,
2007,Austria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),14.6,
2007,Poland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.4,
2007,Poland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.6,
2007,Poland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),63.9,
2007,Poland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.7,
2007,Portugal,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",71.4,
2007,Portugal,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",28.6,
2007,Portugal,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16.6,
2007,Portugal,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.0,
2007,Romania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.9,
2007,Romania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.1,
2007,Romania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.1,
2007,Romania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),9.9,
2007,Slovenia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.2,
2007,Slovenia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.8,
2007,Slovenia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.3,
2007,Slovenia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),18.5,
2007,Slovakia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.4,
2007,Slovakia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.6,
2007,Slovakia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),69.7,
2007,Slovakia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),11.9,
2007,Finland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4,
2007,Finland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6,
2007,Finland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.6,
2007,Finland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.0,
2007,Sweden,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.5,
2007,Sweden,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.5,
2007,Sweden,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.1,
2007,Sweden,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.4,
2007,United Kingdom,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.0,b
2007,United Kingdom,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.0,b
2007,United Kingdom,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.3,b
2007,United Kingdom,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.7,b
2007,Iceland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",42.8,
2007,Iceland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",57.2,
2007,Iceland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),32.4,
2007,Iceland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),24.8,
2007,Norway,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.3,
2007,Norway,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.7,
2007,Norway,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.5,
2007,Norway,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),29.2,
2007,Switzerland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.1,
2007,Switzerland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.9,
2007,Switzerland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),52.3,
2007,Switzerland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.5,
2007,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",41.3,
2007,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",58.7,
2007,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0,
2007,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),11.7,
2007,Turkey,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.8,
2007,Turkey,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.2,
2007,Turkey,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),20.4,
2007,Turkey,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),8.8,
2008,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2,
2008,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8,
2008,European Union (28 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.6,
2008,European Union (28 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),21.2,
2008,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2,
2008,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8,
2008,European Union (27 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5,
2008,European Union (27 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),21.3,
2008,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.8,
2008,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.2,
2008,European Union (15 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.3,
2008,European Union (15 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.9,
2008,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.8,
2008,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.2,
2008,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.7,
2008,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),21.5,
2008,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.0,
2008,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.0,
2008,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6,
2008,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),21.4,
2008,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.1,
2008,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.9,
2008,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.5,
2008,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),21.4,
2008,Belgium,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.6,b
2008,Belgium,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.4,b
2008,Belgium,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.0,b
2008,Belgium,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.4,b
2008,Bulgaria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.3,
2008,Bulgaria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.7,
2008,Bulgaria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),52.8,
2008,Bulgaria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),18.9,
2008,Czech Republic,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.8,
2008,Czech Republic,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.2,
2008,Czech Republic,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),71.7,
2008,Czech Republic,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.4,
2008,Denmark,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.9,
2008,Denmark,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.1,
2008,Denmark,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.8,
2008,Denmark,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.3,
